show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,duration_num,duration_unit,genres,year_added,month_added,director_norm,first_director,is_movie,num_genres,title_word_count,is_recent_added,quarter_added,month_name,desc_for_rec
s2235,Movie,Cold Feet,Moses Inwang,Nigeria,15-07-2020,2019,TV-14,98 min,"Dramas, International Movies, Romantic Movies",98,min,"['Dramas', ' International Movies', ' Romantic Movies']",2020,7,moses inwang,moses inwang,1,3,2,1,2020Q3,July,"Cold Feet Dramas, International Movies, Romantic Movies"
s2240,Movie,Sylvia,Daniel Oriahi,Nigeria,15-07-2020,2018,TV-14,104 min,"Dramas, International Movies, Thrillers",104,min,"['Dramas', ' International Movies', ' Thrillers']",2020,7,daniel oriahi,daniel oriahi,1,3,1,1,2020Q3,July,"Sylvia Dramas, International Movies, Thrillers"
s2241,Movie,The Players,Stefano Mordini,Italy,15-07-2020,2020,TV-MA,89 min,"Comedies, International Movies",89,min,"['Comedies', ' International Movies']",2020,7,stefano mordini,stefano mordini,1,2,2,1,2020Q3,July,"The Players Comedies, International Movies"
s2253,Movie,Your Excellency,Funke Akindele,Not Given,10-07-2020,2019,TV-G,120 min,"Comedies, International Movies",120,min,"['Comedies', ' International Movies']",2020,7,funke akindele,funke akindele,1,2,2,1,2020Q3,July,"Your Excellency Comedies, International Movies"
s2243,Movie,Urzila Carlson: Overqualified Loser,Hayden Guppy,Australia,14-07-2020,2020,TV-MA,62 min,Stand-Up Comedy,62,min,['Stand-Up Comedy'],2020,7,hayden guppy,hayden guppy,1,1,4,1,2020Q3,July,Urzila Carlson: Overqualified Loser Stand-Up Comedy
s2244,Movie,We Are One,Stéphane de Freitas,France,14-07-2020,2020,TV-MA,86 min,"Documentaries, International Movies, Music & Musicals",86,min,"['Documentaries', ' International Movies', ' Music & Musicals']",2020,7,stéphane de freitas,stéphane de freitas,1,3,3,1,2020Q3,July,"We Are One Documentaries, International Movies, Music & Musicals"
s2245,Movie,Hole in the Wall,"André Odendaal, Johan Vorster",South Africa,11-07-2020,2016,TV-MA,104 min,"Dramas, International Movies",104,min,"['Dramas', ' International Movies']",2020,7,"andré odendaal, johan vorster",andré odendaal,1,2,4,1,2020Q3,July,"Hole in the Wall Dramas, International Movies"
s2246,TV Show,Dating Around: Brazil,Cassia Dian,Brazil,10-07-2020,2020,TV-14,1 Season,"International TV Shows, Reality TV, Romantic TV Shows",1,Season,"['International TV Shows', ' Reality TV', ' Romantic TV Shows']",2020,7,cassia dian,cassia dian,0,3,3,1,2020Q3,July,"Dating Around: Brazil International TV Shows, Reality TV, Romantic TV Shows"
s2248,Movie,Mama's Boy,Amro Salah,Egypt,10-07-2020,2018,TV-14,101 min,"Comedies, International Movies",101,min,"['Comedies', ' International Movies']",2020,7,amro salah,amro salah,1,2,2,1,2020Q3,July,"Mama's Boy Comedies, International Movies"
s2249,Movie,The Claudia Kishi Club,Sue Ding,United States,10-07-2020,2020,TV-14,17 min,Documentaries,17,min,['Documentaries'],2020,7,sue ding,sue ding,1,1,4,1,2020Q3,July,The Claudia Kishi Club Documentaries
s2251,Movie,The Old Guard,Gina Prince-Bythewood,United States,10-07-2020,2020,R,126 min,Action & Adventure,126,min,['Action & Adventure'],2020,7,gina prince-bythewood,gina prince-bythewood,1,1,3,1,2020Q3,July,The Old Guard Action & Adventure
s2252,TV Show,The Twelve,Wouter Bouvijn,Belgium,10-07-2020,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",1,Season,"['Crime TV Shows', ' International TV Shows', ' TV Dramas']",2020,7,wouter bouvijn,wouter bouvijn,0,3,2,1,2020Q3,July,"The Twelve Crime TV Shows, International TV Shows, TV Dramas"
s2257,Movie,Born Racer,Bryn Evans,New Zealand,08-07-2020,2018,R,89 min,"Documentaries, Sports Movies",89,min,"['Documentaries', ' Sports Movies']",2020,7,bryn evans,bryn evans,1,2,2,1,2020Q3,July,"Born Racer Documentaries, Sports Movies"
s2258,Movie,Mucho Mucho Amor: The Legend of Walter Mercado,"Cristina Costantini, Kareem Tabsch",United States,08-07-2020,2020,TV-14,96 min,"Documentaries, LGBTQ Movies",96,min,"['Documentaries', ' LGBTQ Movies']",2020,7,"cristina costantini, kareem tabsch",cristina costantini,1,2,8,1,2020Q3,July,"Mucho Mucho Amor: The Legend of Walter Mercado Documentaries, LGBTQ Movies"
s2260,Movie,The Long Dumb Road,Hannah Fidell,United States,08-07-2020,2018,R,91 min,"Comedies, Independent Movies",91,min,"['Comedies', ' Independent Movies']",2020,7,hannah fidell,hannah fidell,1,2,4,1,2020Q3,July,"The Long Dumb Road Comedies, Independent Movies"
s2261,Movie,Dr. Seuss' The Lorax,"Chris Renaud, Kyle Balda",United States,07-07-2020,2012,PG,86 min,Children & Family Movies,86,min,['Children & Family Movies'],2020,7,"chris renaud, kyle balda",chris renaud,1,1,4,1,2020Q3,July,Dr. Seuss' The Lorax Children & Family Movies
s2263,Movie,A Kid from Coney Island,"Coodie, Chike",United States,06-07-2020,2019,TV-MA,89 min,"Documentaries, Sports Movies",89,min,"['Documentaries', ' Sports Movies']",2020,7,"coodie, chike",coodie,1,2,5,1,2020Q3,July,"A Kid from Coney Island Documentaries, Sports Movies"
s2265,Movie,Aiyyaa,Sachin Kundalkar,India,05-07-2020,2012,TV-14,151 min,"Comedies, International Movies, Music & Musicals",151,min,"['Comedies', ' International Movies', ' Music & Musicals']",2020,7,sachin kundalkar,sachin kundalkar,1,3,1,1,2020Q3,July,"Aiyyaa Comedies, International Movies, Music & Musicals"
s2266,Movie,Bbuddah Hoga Terra Baap,Puri Jagannadh,India,05-07-2020,2011,TV-14,116 min,"Action & Adventure, Comedies, Dramas",116,min,"['Action & Adventure', ' Comedies', ' Dramas']",2020,7,puri jagannadh,puri jagannadh,1,3,4,1,2020Q3,July,"Bbuddah Hoga Terra Baap Action & Adventure, Comedies, Dramas"
s2267,Movie,Blood Money,Vishal Mahadkar,India,05-07-2020,2012,TV-14,110 min,"Dramas, International Movies, Romantic Movies",110,min,"['Dramas', ' International Movies', ' Romantic Movies']",2020,7,vishal mahadkar,vishal mahadkar,1,3,2,1,2020Q3,July,"Blood Money Dramas, International Movies, Romantic Movies"
s2268,Movie,Bombay Talkies,"Anurag Kashyap, Dibakar Banerjee, Karan Johar, Zoya Akhtar",India,05-07-2020,2013,TV-MA,123 min,"Dramas, International Movies",123,min,"['Dramas', ' International Movies']",2020,7,"anurag kashyap, dibakar banerjee, karan johar, zoya akhtar",anurag kashyap,1,2,2,1,2020Q3,July,"Bombay Talkies Dramas, International Movies"
s2269,Movie,Boss,Anthony D'Souza,India,05-07-2020,2013,TV-14,139 min,"Action & Adventure, Comedies, Dramas",139,min,"['Action & Adventure', ' Comedies', ' Dramas']",2020,7,anthony d'souza,anthony d'souza,1,3,1,1,2020Q3,July,"Boss Action & Adventure, Comedies, Dramas"
s2270,Movie,Budhia Singh: Born to Run,Soumendra Padhi,India,05-07-2020,2016,TV-MA,95 min,"Dramas, Independent Movies, International Movies",95,min,"['Dramas', ' Independent Movies', ' International Movies']",2020,7,soumendra padhi,soumendra padhi,1,3,5,1,2020Q3,July,"Budhia Singh: Born to Run Dramas, Independent Movies, International Movies"
s2271,Movie,Chashme Baddoor,David Dhawan,India,05-07-2020,2013,TV-14,121 min,"Comedies, International Movies, Music & Musicals",121,min,"['Comedies', ' International Movies', ' Music & Musicals']",2020,7,david dhawan,david dhawan,1,3,2,1,2020Q3,July,"Chashme Baddoor Comedies, International Movies, Music & Musicals"
s2272,Movie,Dharam Sankat Mein,Fuwad Khan,India,05-07-2020,2015,TV-PG,127 min,"Comedies, Dramas, International Movies",127,min,"['Comedies', ' Dramas', ' International Movies']",2020,7,fuwad khan,fuwad khan,1,3,3,1,2020Q3,July,"Dharam Sankat Mein Comedies, Dramas, International Movies"
s2273,Movie,Drishyam,Nishikant Kamat,India,05-07-2020,2015,TV-14,162 min,"Dramas, International Movies, Thrillers",162,min,"['Dramas', ' International Movies', ' Thrillers']",2020,7,nishikant kamat,nishikant kamat,1,3,1,1,2020Q3,July,"Drishyam Dramas, International Movies, Thrillers"
s2274,Movie,Gabbar Is Back,Krish,India,05-07-2020,2015,TV-14,128 min,"Action & Adventure, Dramas, International Movies",128,min,"['Action & Adventure', ' Dramas', ' International Movies']",2020,7,krish,krish,1,3,3,1,2020Q3,July,"Gabbar Is Back Action & Adventure, Dramas, International Movies"
s2275,Movie,Gollu Aur Pappu,Kabir Sadanand,India,05-07-2020,2014,TV-14,112 min,"Action & Adventure, Comedies, International Movies",112,min,"['Action & Adventure', ' Comedies', ' International Movies']",2020,7,kabir sadanand,kabir sadanand,1,3,3,1,2020Q3,July,"Gollu Aur Pappu Action & Adventure, Comedies, International Movies"
s2276,TV Show,Hook,Rachit Kusonkoonsiri,Thailand,05-07-2020,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",1,Season,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']",2020,7,rachit kusonkoonsiri,rachit kusonkoonsiri,0,3,1,1,2020Q3,July,"Hook International TV Shows, Romantic TV Shows, TV Comedies"
s2277,Movie,Inkaar,Sudhir Mishra,India,05-07-2020,2013,TV-MA,125 min,"Dramas, International Movies, Romantic Movies",125,min,"['Dramas', ' International Movies', ' Romantic Movies']",2020,7,sudhir mishra,sudhir mishra,1,3,1,1,2020Q3,July,"Inkaar Dramas, International Movies, Romantic Movies"
s2278,Movie,Madras Café,Shoojit Sircar,India,05-07-2020,2013,TV-14,128 min,"Dramas, International Movies, Thrillers",128,min,"['Dramas', ' International Movies', ' Thrillers']",2020,7,shoojit sircar,shoojit sircar,1,3,2,1,2020Q3,July,"Madras Café Dramas, International Movies, Thrillers"
s2279,Movie,Mary Kom,Omung Kumar,India,05-07-2020,2014,TV-PG,120 min,"Dramas, International Movies, Sports Movies",120,min,"['Dramas', ' International Movies', ' Sports Movies']",2020,7,omung kumar,omung kumar,1,3,2,1,2020Q3,July,"Mary Kom Dramas, International Movies, Sports Movies"
s2262,Movie,Jim Jefferies: Intolerant,Scott Zabielski,United States,07-07-2020,2020,TV-MA,67 min,Stand-Up Comedy,67,min,['Stand-Up Comedy'],2020,7,scott zabielski,scott zabielski,1,1,3,1,2020Q3,July,Jim Jefferies: Intolerant Stand-Up Comedy
s2264,Movie,PNL - Dans la légende tour,QLF,Not Given,06-07-2020,2020,TV-MA,65 min,"International Movies, Music & Musicals",65,min,"['International Movies', ' Music & Musicals']",2020,7,qlf,qlf,1,2,6,1,2020Q3,July,"PNL - Dans la légende tour International Movies, Music & Musicals"
s2280,Movie,Michael,Ribhu Dasgupta,India,05-07-2020,2011,TV-MA,86 min,"Dramas, Independent Movies, International Movies",86,min,"['Dramas', ' Independent Movies', ' International Movies']",2020,7,ribhu dasgupta,ribhu dasgupta,1,3,1,1,2020Q3,July,"Michael Dramas, Independent Movies, International Movies"
s2281,Movie,Mumbai Delhi Mumbai,Satish Rajwade,India,05-07-2020,2014,TV-MA,107 min,"Comedies, International Movies, Romantic Movies",107,min,"['Comedies', ' International Movies', ' Romantic Movies']",2020,7,satish rajwade,satish rajwade,1,3,3,1,2020Q3,July,"Mumbai Delhi Mumbai Comedies, International Movies, Romantic Movies"
s2282,Movie,Oh My God,Umesh Shukla,India,05-07-2020,2012,TV-PG,129 min,"Comedies, Dramas, International Movies",129,min,"['Comedies', ' Dramas', ' International Movies']",2020,7,umesh shukla,umesh shukla,1,3,3,1,2020Q3,July,"Oh My God Comedies, Dramas, International Movies"
s2283,Movie,One by Two,Devika Bhagat,India,05-07-2020,2014,TV-14,135 min,"Comedies, Dramas, International Movies",135,min,"['Comedies', ' Dramas', ' International Movies']",2020,7,devika bhagat,devika bhagat,1,3,3,1,2020Q3,July,"One by Two Comedies, Dramas, International Movies"
s2284,Movie,Only,Takashi Doscher,United States,05-07-2020,2019,TV-MA,97 min,"Dramas, Independent Movies, Romantic Movies",97,min,"['Dramas', ' Independent Movies', ' Romantic Movies']",2020,7,takashi doscher,takashi doscher,1,3,1,1,2020Q3,July,"Only Dramas, Independent Movies, Romantic Movies"
s2285,Movie,Penalty,Shubham Singh,India,05-07-2020,2019,TV-14,125 min,"Dramas, Independent Movies, International Movies",125,min,"['Dramas', ' Independent Movies', ' International Movies']",2020,7,shubham singh,shubham singh,1,3,1,1,2020Q3,July,"Penalty Dramas, Independent Movies, International Movies"
s2286,Movie,Players,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",India,05-07-2020,2012,TV-14,162 min,"Action & Adventure, International Movies",162,min,"['Action & Adventure', ' International Movies']",2020,7,"abbas alibhai burmawalla, mastan alibhai burmawalla",abbas alibhai burmawalla,1,2,1,1,2020Q3,July,"Players Action & Adventure, International Movies"
s2287,Movie,Pyaar Ka Punchnama 2,Luv Ranjan,India,05-07-2020,2015,TV-MA,136 min,"Comedies, Dramas, International Movies",136,min,"['Comedies', ' Dramas', ' International Movies']",2020,7,luv ranjan,luv ranjan,1,3,4,1,2020Q3,July,"Pyaar Ka Punchnama 2 Comedies, Dramas, International Movies"
s2288,Movie,Queen,Vikas Bahl,India,05-07-2020,2014,TV-MA,138 min,"Comedies, Dramas, International Movies",138,min,"['Comedies', ' Dramas', ' International Movies']",2020,7,vikas bahl,vikas bahl,1,3,1,1,2020Q3,July,"Queen Comedies, Dramas, International Movies"
s2289,Movie,Shaitan,Bejoy Nambiar,India,05-07-2020,2011,TV-MA,126 min,"Action & Adventure, Dramas, Independent Movies",126,min,"['Action & Adventure', ' Dramas', ' Independent Movies']",2020,7,bejoy nambiar,bejoy nambiar,1,3,1,1,2020Q3,July,"Shaitan Action & Adventure, Dramas, Independent Movies"
s2290,Movie,Special 26,Neeraj Pandey,India,05-07-2020,2013,TV-PG,137 min,"Dramas, International Movies, Thrillers",137,min,"['Dramas', ' International Movies', ' Thrillers']",2020,7,neeraj pandey,neeraj pandey,1,3,2,1,2020Q3,July,"Special 26 Dramas, International Movies, Thrillers"
s2291,Movie,Tanu Weds Manu,Aanand Rai,India,05-07-2020,2011,TV-14,114 min,"Comedies, Dramas, International Movies",114,min,"['Comedies', ' Dramas', ' International Movies']",2020,7,aanand rai,aanand rai,1,3,3,1,2020Q3,July,"Tanu Weds Manu Comedies, Dramas, International Movies"
s2292,Movie,What the Fish,Gurmmeet Singh,India,05-07-2020,2013,TV-14,96 min,"Comedies, International Movies",96,min,"['Comedies', ' International Movies']",2020,7,gurmmeet singh,gurmmeet singh,1,2,3,1,2020Q3,July,"What the Fish Comedies, International Movies"
s2295,Movie,Desperados,LP,United States,03-07-2020,2020,TV-MA,107 min,"Comedies, Romantic Movies",107,min,"['Comedies', ' Romantic Movies']",2020,7,lp,lp,1,2,1,1,2020Q3,July,"Desperados Comedies, Romantic Movies"
s2296,Movie,Hunter in the Blue Side of Manchester,Rako Prijanto,Indonesia,03-07-2020,2020,TV-MA,89 min,"Dramas, International Movies",89,min,"['Dramas', ' International Movies']",2020,7,rako prijanto,rako prijanto,1,2,7,1,2020Q3,July,"Hunter in the Blue Side of Manchester Dramas, International Movies"
s2297,Movie,I Am Not Your Negro,Raoul Peck,Switzerland,03-07-2020,2017,PG-13,94 min,Documentaries,94,min,['Documentaries'],2020,7,raoul peck,raoul peck,1,1,5,1,2020Q3,July,I Am Not Your Negro Documentaries
s2398,Movie,Jo Koy: In His Elements,Michael McKay,United States,12-06-2020,2020,TV-MA,55 min,Stand-Up Comedy,55,min,['Stand-Up Comedy'],2020,6,michael mckay,michael mckay,1,1,5,1,2020Q2,June,Jo Koy: In His Elements Stand-Up Comedy
s2301,Movie,The Perfect Picture: Ten Years Later,Shirley Frimpong-Manso,Ghana,03-07-2020,2019,TV-MA,148 min,"Comedies, Dramas, International Movies",148,min,"['Comedies', ' Dramas', ' International Movies']",2020,7,shirley frimpong-manso,shirley frimpong-manso,1,3,6,1,2020Q3,July,"The Perfect Picture: Ten Years Later Comedies, Dramas, International Movies"
s2303,Movie,Thiago Ventura: POKAS,"Fabio Ock, Joana Mazzucchelli",Brazil,02-07-2020,2020,TV-MA,82 min,Stand-Up Comedy,82,min,['Stand-Up Comedy'],2020,7,"fabio ock, joana mazzucchelli",fabio ock,1,1,3,1,2020Q3,July,Thiago Ventura: POKAS Stand-Up Comedy
s2305,Movie,#AnneFrank - Parallel Stories,"Sabina Fedeli, Anna Migotto",Italy,01-07-2020,2019,TV-14,95 min,"Documentaries, International Movies",95,min,"['Documentaries', ' International Movies']",2020,7,"sabina fedeli, anna migotto",sabina fedeli,1,2,4,1,2020Q3,July,"#AnneFrank - Parallel Stories Documentaries, International Movies"
s2308,TV Show,Abby Hatcher,Kyran Kelly,United States,01-07-2020,2019,TV-Y,1 Season,Kids' TV,1,Season,"[""Kids' TV""]",2020,7,kyran kelly,kyran kelly,0,1,2,1,2020Q3,July,Abby Hatcher Kids' TV
s2309,Movie,Adú,Salvador Calvo,Spain,01-07-2020,2020,TV-MA,120 min,"Dramas, International Movies",120,min,"['Dramas', ' International Movies']",2020,7,salvador calvo,salvador calvo,1,2,1,1,2020Q3,July,"Adú Dramas, International Movies"
s2310,Movie,Ali Baba ve 7 Cüceler,Cem Yılmaz,Turkey,01-07-2020,2015,TV-MA,115 min,"Action & Adventure, Comedies, International Movies",115,min,"['Action & Adventure', ' Comedies', ' International Movies']",2020,7,cem yılmaz,cem yılmaz,1,3,5,1,2020Q3,July,"Ali Baba ve 7 Cüceler Action & Adventure, Comedies, International Movies"
s2311,Movie,David Foster: Off the Record,Barry Avrich,Canada,01-07-2020,2019,TV-MA,107 min,"Documentaries, Music & Musicals",107,min,"['Documentaries', ' Music & Musicals']",2020,7,barry avrich,barry avrich,1,2,5,1,2020Q3,July,"David Foster: Off the Record Documentaries, Music & Musicals"
s2312,Movie,Double Jeopardy,Bruce Beresford,United States,01-07-2020,1999,R,105 min,Thrillers,105,min,['Thrillers'],2020,7,bruce beresford,bruce beresford,1,1,2,1,2020Q3,July,Double Jeopardy Thrillers
s2313,Movie,Pek Yakında,Cem Yılmaz,Turkey,01-07-2020,2014,TV-MA,134 min,"Comedies, International Movies",134,min,"['Comedies', ' International Movies']",2020,7,cem yılmaz,cem yılmaz,1,2,2,1,2020Q3,July,"Pek Yakında Comedies, International Movies"
s2315,Movie,Stardust,Matthew Vaughn,United Kingdom,01-07-2020,2007,PG-13,128 min,"Action & Adventure, International Movies, Romantic Movies",128,min,"['Action & Adventure', ' International Movies', ' Romantic Movies']",2020,7,matthew vaughn,matthew vaughn,1,3,1,1,2020Q3,July,"Stardust Action & Adventure, International Movies, Romantic Movies"
s2316,Movie,The F**k-It List,Michael Duggan,United States,01-07-2020,2019,TV-MA,103 min,Comedies,103,min,['Comedies'],2020,7,michael duggan,michael duggan,1,1,3,1,2020Q3,July,The F**k-It List Comedies
s2317,Movie,The Silence of Others,"Almudena Carracedo, Robert Bahar",Spain,01-07-2020,2019,TV-14,96 min,"Documentaries, International Movies",96,min,"['Documentaries', ' International Movies']",2020,7,"almudena carracedo, robert bahar",almudena carracedo,1,2,4,1,2020Q3,July,"The Silence of Others Documentaries, International Movies"
s2318,Movie,Total Recall,Paul Verhoeven,United States,01-07-2020,1990,R,114 min,"Action & Adventure, Sci-Fi & Fantasy",114,min,"['Action & Adventure', ' Sci-Fi & Fantasy']",2020,7,paul verhoeven,paul verhoeven,1,2,2,1,2020Q3,July,"Total Recall Action & Adventure, Sci-Fi & Fantasy"
s2320,Movie,Under the Riccione Sun,Younuts!,Italy,01-07-2020,2020,TV-MA,102 min,"Comedies, International Movies, Romantic Movies",102,min,"['Comedies', ' International Movies', ' Romantic Movies']",2020,7,younuts!,younuts!,1,3,4,1,2020Q3,July,"Under the Riccione Sun Comedies, International Movies, Romantic Movies"
s2327,Movie,Thackeray (Marathi),Abhijit Panse,India,28-06-2020,2019,TV-14,135 min,"Dramas, International Movies",135,min,"['Dramas', ' International Movies']",2020,6,abhijit panse,abhijit panse,1,2,2,1,2020Q2,June,"Thackeray (Marathi) Dramas, International Movies"
s2322,Movie,George Lopez: We'll Do It For Half,Troy Miller,United States,30-06-2020,2020,TV-MA,52 min,Stand-Up Comedy,52,min,['Stand-Up Comedy'],2020,6,troy miller,troy miller,1,1,7,1,2020Q2,June,George Lopez: We'll Do It For Half Stand-Up Comedy
s2324,Movie,The Mirror Boy,Obi Emelonye,United Kingdom,30-06-2020,2011,TV-14,86 min,"Action & Adventure, Dramas, International Movies",86,min,"['Action & Adventure', ' Dramas', ' International Movies']",2020,6,obi emelonye,obi emelonye,1,3,3,1,2020Q2,June,"The Mirror Boy Action & Adventure, Dramas, International Movies"
s2325,Movie,#FriendButMarried 2,Rako Prijanto,Indonesia,28-06-2020,2020,TV-G,104 min,"Dramas, International Movies, Romantic Movies",104,min,"['Dramas', ' International Movies', ' Romantic Movies']",2020,6,rako prijanto,rako prijanto,1,3,2,1,2020Q2,June,"#FriendButMarried 2 Dramas, International Movies, Romantic Movies"
s2326,Movie,Skin,Daniel Effiong,Nigeria,28-06-2020,2019,TV-MA,76 min,"Documentaries, International Movies",76,min,"['Documentaries', ' International Movies']",2020,6,daniel effiong,daniel effiong,1,2,1,1,2020Q2,June,"Skin Documentaries, International Movies"
s2329,Movie,Ride Like a Girl,Rachel Griffiths,Australia,27-06-2020,2020,PG,99 min,"Children & Family Movies, Dramas, Independent Movies",99,min,"['Children & Family Movies', ' Dramas', ' Independent Movies']",2020,6,rachel griffiths,rachel griffiths,1,3,4,1,2020Q2,June,"Ride Like a Girl Children & Family Movies, Dramas, Independent Movies"
s2331,Movie,Eurovision Song Contest: The Story of Fire Saga,David Dobkin,United States,26-06-2020,2020,PG-13,124 min,"Comedies, Music & Musicals, Romantic Movies",124,min,"['Comedies', ' Music & Musicals', ' Romantic Movies']",2020,6,david dobkin,david dobkin,1,3,8,1,2020Q2,June,"Eurovision Song Contest: The Story of Fire Saga Comedies, Music & Musicals, Romantic Movies"
s2333,Movie,Kasanova,Oluseyi Asurf,Nigeria,26-06-2020,2019,TV-14,117 min,"Comedies, International Movies, Romantic Movies",117,min,"['Comedies', ' International Movies', ' Romantic Movies']",2020,6,oluseyi asurf,oluseyi asurf,1,3,1,1,2020Q2,June,"Kasanova Comedies, International Movies, Romantic Movies"
s2334,Movie,Ordinary People,Eduardo Roy Jr.,Philippines,26-06-2020,2016,TV-MA,107 min,"Dramas, Independent Movies, International Movies",107,min,"['Dramas', ' Independent Movies', ' International Movies']",2020,6,eduardo roy jr.,eduardo roy jr.,1,3,2,1,2020Q2,June,"Ordinary People Dramas, Independent Movies, International Movies"
s2337,Movie,Thackeray (Hindi),Abhijit Panse,India,26-06-2020,2019,TV-14,135 min,"Dramas, International Movies",135,min,"['Dramas', ' International Movies']",2020,6,abhijit panse,abhijit panse,1,2,2,1,2020Q2,June,"Thackeray (Hindi) Dramas, International Movies"
s2339,Movie,Krishna and His Leela,Ravikanth Perepu,India,25-06-2020,2020,TV-MA,126 min,"International Movies, Romantic Movies",126,min,"['International Movies', ' Romantic Movies']",2020,6,ravikanth perepu,ravikanth perepu,1,2,4,1,2020Q2,June,"Krishna and His Leela International Movies, Romantic Movies"
s2340,Movie,Prem Ratan Dhan Payo,Sooraj R. Barjatya,India,25-06-2020,2015,TV-14,164 min,"Action & Adventure, Dramas, International Movies",164,min,"['Action & Adventure', ' Dramas', ' International Movies']",2020,6,sooraj r. barjatya,sooraj r. barjatya,1,3,4,1,2020Q2,June,"Prem Ratan Dhan Payo Action & Adventure, Dramas, International Movies"
s2341,Movie,Vivah,Sooraj R. Barjatya,India,25-06-2020,2006,TV-14,166 min,"Dramas, International Movies, Romantic Movies",166,min,"['Dramas', ' International Movies', ' Romantic Movies']",2020,6,sooraj r. barjatya,sooraj r. barjatya,1,3,1,1,2020Q2,June,"Vivah Dramas, International Movies, Romantic Movies"
s2342,Movie,Athlete A,"Bonni Cohen, Jon Shenk",United States,24-06-2020,2020,PG-13,104 min,"Documentaries, Sports Movies",104,min,"['Documentaries', ' Sports Movies']",2020,6,"bonni cohen, jon shenk",bonni cohen,1,2,2,1,2020Q2,June,"Athlete A Documentaries, Sports Movies"
s2343,Movie,Bulbbul,Anvita Dutt,India,24-06-2020,2020,TV-MA,94 min,"Horror Movies, International Movies",94,min,"['Horror Movies', ' International Movies']",2020,6,anvita dutt,anvita dutt,1,2,1,1,2020Q2,June,"Bulbbul Horror Movies, International Movies"
s2345,Movie,Nobody Knows I'm Here,Gaspar Antillo,Chile,24-06-2020,2020,TV-MA,92 min,"Dramas, Independent Movies, International Movies",92,min,"['Dramas', ' Independent Movies', ' International Movies']",2020,6,gaspar antillo,gaspar antillo,1,3,4,1,2020Q2,June,"Nobody Knows I'm Here Dramas, Independent Movies, International Movies"
s2346,Movie,Eric Andre: Legalize Everything,Eric Notarnicola,United States,23-06-2020,2020,TV-MA,52 min,Stand-Up Comedy,52,min,['Stand-Up Comedy'],2020,6,eric notarnicola,eric notarnicola,1,1,4,1,2020Q2,June,Eric Andre: Legalize Everything Stand-Up Comedy
s2348,Movie,Kappela,Musthafa,India,22-06-2020,2020,TV-14,112 min,"Dramas, Independent Movies, International Movies",112,min,"['Dramas', ' Independent Movies', ' International Movies']",2020,6,musthafa,musthafa,1,3,1,1,2020Q2,June,"Kappela Dramas, Independent Movies, International Movies"
s2349,Movie,The Royal Hibiscus Hotel,Ishaya Bako,Nigeria,22-06-2020,2017,TV-PG,90 min,"Comedies, International Movies, Romantic Movies",90,min,"['Comedies', ' International Movies', ' Romantic Movies']",2020,6,ishaya bako,ishaya bako,1,3,4,1,2020Q2,June,"The Royal Hibiscus Hotel Comedies, International Movies, Romantic Movies"
s2351,Movie,Woodshock,"Kate Mulleavy, Laura Mulleavy",United States,21-06-2020,2017,R,101 min,"Dramas, Independent Movies, Thrillers",101,min,"['Dramas', ' Independent Movies', ' Thrillers']",2020,6,"kate mulleavy, laura mulleavy",kate mulleavy,1,3,1,1,2020Q2,June,"Woodshock Dramas, Independent Movies, Thrillers"
s2352,Movie,Elevator Baby,Akhigbe Ilozobhie,Nigeria,20-06-2020,2019,TV-MA,84 min,"Dramas, International Movies",84,min,"['Dramas', ' International Movies']",2020,6,akhigbe ilozobhie,akhigbe ilozobhie,1,2,2,1,2020Q2,June,"Elevator Baby Dramas, International Movies"
s2354,Movie,Chaman Bahaar,Apurva Dhar Badgaiyann,India,19-06-2020,2020,TV-MA,112 min,"Comedies, Dramas, International Movies",112,min,"['Comedies', ' Dramas', ' International Movies']",2020,6,apurva dhar badgaiyann,apurva dhar badgaiyann,1,3,2,1,2020Q2,June,"Chaman Bahaar Comedies, Dramas, International Movies"
s2355,Movie,Destiny,Youssef Chahine,Egypt,19-06-2020,1997,TV-14,136 min,"Dramas, International Movies",136,min,"['Dramas', ' International Movies']",2020,6,youssef chahine,youssef chahine,1,2,1,1,2020Q2,June,"Destiny Dramas, International Movies"
s2357,Movie,Feel the Beat,Elissa Down,United States,19-06-2020,2020,TV-G,110 min,"Children & Family Movies, Comedies, Dramas",110,min,"['Children & Family Movies', ' Comedies', ' Dramas']",2020,6,elissa down,elissa down,1,3,3,1,2020Q2,June,"Feel the Beat Children & Family Movies, Comedies, Dramas"
s2359,Movie,Lost Bullet,Guillaume Pierret,France,19-06-2020,2020,TV-MA,93 min,"Action & Adventure, Dramas, International Movies",93,min,"['Action & Adventure', ' Dramas', ' International Movies']",2020,6,guillaume pierret,guillaume pierret,1,3,2,1,2020Q2,June,"Lost Bullet Action & Adventure, Dramas, International Movies"
